address,city,price,numOfBed,numOfBath,fulBathrooms,halfBathrooms,levels,sqft,lotSize,yearBuilt,homeType,typeOwnership,extraFeaturesDescription,neighbourhood,propertySummary,fireplaces,basementArea,taxes,strataFees,amenities,walkscore,daysListed,lastUpdated,images
605 - 2770 Sophia Street,Vancouver,,2,1,1,0,1,858,,2008,Apartment/Condo,Freehold Strata,,Vancouver East,,0,,"1,763",337.68,,97,,,"[""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-2.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-3.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-4.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-5.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-6.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-7.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-8.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-9.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-10.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-11.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-12.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-13.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-14.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-15.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-16.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-17.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-18.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-19.jpg?2016-04-14+21%3A18%3A00"", ""https://photos.zolo.ca/605-2770-sophia-street-vancouver-R2057575-20.jpg?2016-04-14+21%3A18%3A00""]"
1501 - 1499 Pender Street W,Vancouver,,2,2,2,0,1,1208,,2011,Apartment/Condo,Freehold Strata,,Vancouver West,,0,,"4,462",2015,,96,,,"[""https://photos.zolo.ca/1501-1499-w-pender-street-vancouver-R2057520-2.jpg?2016-04-16+21%3A20%3A00"", ""https://photos.zolo.ca/1501-1499-w-pender-street-vancouver-R2057520-3.jpg?2016-04-16+21%3A20%3A00"", ""https://photos.zolo.ca/1501-1499-w-pender-street-vancouver-R2057520-4.jpg?2016-04-16+21%3A20%3A00"", ""https://photos.zolo.ca/1501-1499-w-pender-street-vancouver-R2057520-5.jpg?2016-04-16+21%3A20%3A00"", ""https://photos.zolo.ca/1501-1499-w-pender-street-vancouver-R2057520-6.jpg?2016-04-16+21%3A20%3A00"", ""https://photos.zolo.ca/1501-1499-w-pender-street-vancouver-R2057520-7.jpg?2016-04-16+21%3A20%3A00"", ""https://photos.zolo.ca/1501-1499-w-pender-street-vancouver-R2057520-8.jpg?2016-04-16+21%3A20%3A00""]"
501 - 560 Cardero Street,Vancouver,,2,2,2,0,1,975,,1997,Apartment/Condo,Freehold Strata,,Vancouver West,,1,,"2,507",537.43,,93,,,"[""https://photos.zolo.ca/501-560-cardero-street-vancouver-R2057400-2.jpg?2016-04-14+17%3A23%3A00"", ""https://photos.zolo.ca/501-560-cardero-street-vancouver-R2057400-3.jpg?2016-04-14+17%3A23%3A00"", ""https://photos.zolo.ca/501-560-cardero-street-vancouver-R2057400-4.jpg?2016-04-14+17%3A23%3A00"", ""https://photos.zolo.ca/501-560-cardero-street-vancouver-R2057400-5.jpg?2016-04-14+17%3A23%3A00""]"
302 - 2040 Cornwall Avenue,Vancouver,,1,1,1,0,1,632,,1969,Apartment/Condo,Freehold Strata,,Vancouver West,,0,,"1,240",2015,,95,,,"[""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-2.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-3.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-4.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-5.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-6.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-7.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-8.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-9.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-10.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-11.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-12.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-13.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-14.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-15.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-16.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-17.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-18.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-19.jpg?2016-04-14+02%3A34%3A00"", ""https://photos.zolo.ca/302-2040-cornwall-avenue-vancouver-R2057382-20.jpg?2016-04-14+02%3A34%3A00""]"
303 - 110 Switchmen Street,Vancouver,,1,1,1,0,1,641,,2014,Apartment/Condo,Freehold Strata,,Vancouver East,,0,,"1,404",366.17,,97,,,"[""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-2.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-3.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-4.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-5.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-6.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-7.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-8.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-9.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-10.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-11.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-12.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-13.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-14.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-15.jpg?2016-04-14+00%3A03%3A00"", ""https://photos.zolo.ca/303-110-switchmen-street-vancouver-R2057361-16.jpg?2016-04-14+00%3A03%3A00""]"
111 - 6018 Iona Drive,Vancouver,,4,4,3,1,3,2316,,,Townhouse,Leasehold prepaid-Strata,,Vancouver West,,1,,"2,466",868,,74,,,"[""//m.gge.m/m//treetvew?ze=640x480&tn=6018%20In%20Drve%20%20Vnuver%20BC&fv=70&heng=0&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=6018%20In%20Drve%20%20Vnuver%20BC&fv=70&heng=120&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=6018%20In%20Drve%20%20Vnuver%20BC&fv=70&heng=240&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", """"]"
512 - 1485 6th Avenue W,Vancouver,,2,2,2,0,1,1167,,2000,Apartment/Condo,Freehold Strata,,Vancouver West,,1,,"2,630",453.38,,98,,,"[""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-2.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-3.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-4.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-5.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-6.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-7.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-8.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-9.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-10.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-11.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-12.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-13.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-14.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-15.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-16.jpg?2016-04-14+05%3A42%3A00"", ""https://photos.zolo.ca/512-1485-w-6th-avenue-vancouver-R2057351-17.jpg?2016-04-14+05%3A42%3A00""]"
108 - 1825 8th Avenue W,Vancouver,,2,2,2,0,1,1138,,1974,Apartment/Condo,Freehold Strata,,Vancouver West,,1,,"1,731",0,,99,,,"[""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-2.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-3.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-4.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-5.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-6.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-7.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-8.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-9.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-10.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-11.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-12.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-13.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-14.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-15.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-16.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-17.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-18.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-19.jpg?2016-04-16+01%3A10%3A00"", ""https://photos.zolo.ca/108-1825-w-8th-avenue-vancouver-R2057338-20.jpg?2016-04-16+01%3A10%3A00""]"
101 - 2006 2nd Avenue W,Vancouver,,1,1,1,0,1,563,,1989,Apartment/Condo,Freehold Strata,,Vancouver West,,1,,"1,096",2015,,99,,,"[""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-2.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-3.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-4.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-5.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-6.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-7.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-8.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-9.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-10.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-11.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-12.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-13.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-14.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-15.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-16.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-17.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-18.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-19.jpg?2016-04-18+22%3A33%3A00"", ""https://photos.zolo.ca/101-2006-w-2nd-avenue-vancouver-R2057327-20.jpg?2016-04-18+22%3A33%3A00""]"
1702 - 788 Richards Street,Vancouver,,1,1,1,0,1,691,,2007,Apartment/Condo,Freehold Strata,,Vancouver West,,0,,"1,711",377.25,,99,,,"[""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-2.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-3.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-4.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-5.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-6.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-7.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-8.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-9.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-10.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-11.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-12.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-13.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-14.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-15.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-16.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-17.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-18.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-19.jpg?2016-04-13+23%3A11%3A00"", ""https://photos.zolo.ca/1702-788-richards-street-vancouver-R2057309-20.jpg?2016-04-13+23%3A11%3A00""]"
710 - 123 1st Avenue W,Vancouver,,2,1,1,0,1,830,,2010,Apartment/Condo,Freehold Strata,,Vancouver West,,0,,"1,845",0,,96,,,"[""https://photos.zolo.ca/710-123-w-1st-avenue-vancouver-R2057295-2.jpg?2016-04-14+18%3A28%3A00""]"
603 - 1388 Homer Street,Vancouver,,2,2,2,0,1,1045,,1995,Apartment/Condo,Freehold Strata,,Vancouver West,,0,,"2,136",474.25,,97,,,"[""https://photos.zolo.ca/603-1388-homer-street-vancouver-R2057277-2.jpg?2016-04-18+02%3A23%3A00"", ""https://photos.zolo.ca/603-1388-homer-street-vancouver-R2057277-3.jpg?2016-04-18+02%3A23%3A00"", ""https://photos.zolo.ca/603-1388-homer-street-vancouver-R2057277-4.jpg?2016-04-18+02%3A23%3A00"", ""https://photos.zolo.ca/603-1388-homer-street-vancouver-R2057277-5.jpg?2016-04-18+02%3A23%3A00"", ""https://photos.zolo.ca/603-1388-homer-street-vancouver-R2057277-6.jpg?2016-04-18+02%3A23%3A00"", ""https://photos.zolo.ca/603-1388-homer-street-vancouver-R2057277-7.jpg?2016-04-18+02%3A23%3A00""]"
307 - 1239 Kingsway,Vancouver,,1,1,1,0,1,595,,2013,Apartment/Condo,Freehold Strata,,Vancouver East,,0,,"1,039",201.75,,91,,,"[""https://photos.zolo.ca/307-1239-kingsway--vancouver-R2057265-2.jpg?2016-04-14+01%3A28%3A00"", ""https://photos.zolo.ca/307-1239-kingsway--vancouver-R2057265-3.jpg?2016-04-14+01%3A28%3A00"", ""https://photos.zolo.ca/307-1239-kingsway--vancouver-R2057265-4.jpg?2016-04-14+01%3A28%3A00"", ""https://photos.zolo.ca/307-1239-kingsway--vancouver-R2057265-5.jpg?2016-04-14+01%3A28%3A00"", ""https://photos.zolo.ca/307-1239-kingsway--vancouver-R2057265-6.jpg?2016-04-14+01%3A28%3A00"", ""https://photos.zolo.ca/307-1239-kingsway--vancouver-R2057265-7.jpg?2016-04-14+01%3A28%3A00"", ""https://photos.zolo.ca/307-1239-kingsway--vancouver-R2057265-8.jpg?2016-04-14+01%3A28%3A00"", ""https://photos.zolo.ca/307-1239-kingsway--vancouver-R2057265-9.jpg?2016-04-14+01%3A28%3A00"", ""https://photos.zolo.ca/307-1239-kingsway--vancouver-R2057265-10.jpg?2016-04-14+01%3A28%3A00""]"
4903 - 1480 Howe Street,Vancouver,,3,3,2,1,1,2264,,2018,Apartment/Condo,Freehold Strata,,Vancouver West,,0,, ,750,,94,,,"[""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-2.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-3.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-4.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-5.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-6.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-7.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-8.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-9.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-10.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-11.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-12.jpg?2016-04-15+20%3A07%3A00"", ""https://photos.zolo.ca/4903-1480-howe-street-vancouver-R2057263-13.jpg?2016-04-15+20%3A07%3A00""]"
907 - 1775 Quebec Street,Vancouver,,1,1,1,0,1,642,,2014,Apartment/Condo,Freehold Strata,,Vancouver East,,0,,"1,461",289,,97,,,"[""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-2.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-3.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-4.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-5.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-6.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-7.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-8.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-9.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-10.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-11.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-12.jpg?2016-04-13+22%3A39%3A00"", ""https://photos.zolo.ca/907-1775-quebec-street-vancouver-R2057245-13.jpg?2016-04-13+22%3A39%3A00""]"
107 - 3382 Wesbrook MALL,Vancouver,,1,1,1,0,1,900,,2010,Apartment/Condo,Leasehold prepaid-Strata,,Vancouver West,,1,,"1,432",0,,71,,,"[""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-2.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-3.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-4.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-5.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-6.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-7.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-8.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-9.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-10.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-11.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-12.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-13.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-14.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-15.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-16.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-17.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-18.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-19.jpg?2016-04-14+21%3A26%3A00"", ""https://photos.zolo.ca/107-3382-wesbrook-mall-vancouver-R2057227-20.jpg?2016-04-14+21%3A26%3A00""]"
